checking_balance,months_loan_duration,funded_amnt,total_rec_prncp,recoveries,credit_history,purpose,amount,savings_balance,employment_duration,percent_of_income,years_at_residence,age,other_credit,housing,existing_loans_count,job,dependents,phone,default
unknown,21,17000,10288.04,0,poor,car,2993,< 100 DM,1 - 4 years,3,2,28,store,own,2,unskilled,1,no,no
unknown,18,3000,1770.24,0,good,renovations,1943,< 100 DM,< 1 year,4,4,23,none,own,1,skilled,1,no,yes
unknown,24,15000,8910.08,0,very good,business,1559,< 100 DM,4 - 7 years,4,4,50,bank,own,1,skilled,1,yes,no
unknown,18,14000,14000,0,good,furniture/appliances,3422,< 100 DM,> 7 years,4,4,47,bank,own,3,skilled,2,yes,no
1 - 200 DM,21,10000,10000,0,good,furniture/appliances,3976,unknown,4 - 7 years,2,3,35,none,own,1,skilled,1,yes,no
unknown,18,21000,12838.91,0,good,car,6761,unknown,1 - 4 years,2,4,68,none,rent,2,skilled,1,no,yes
unknown,24,5000,2958.06,0,good,car,1249,< 100 DM,< 1 year,4,2,28,none,own,1,skilled,1,no,no
< 0 DM,9,9125,5331.78,0,good,furniture/appliances,1364,< 100 DM,4 - 7 years,3,4,59,none,own,1,skilled,1,no,no
< 0 DM,12,17625,3890.49,0,good,furniture/appliances,709,< 100 DM,> 7 years,4,4,57,store,own,1,unskilled,1,no,yes
< 0 DM,20,2000,1180.16,0,critical,car,2235,< 100 DM,1 - 4 years,4,2,33,bank,rent,2,skilled,1,no,yes
unknown,24,17625,2503.24,0,critical,car,4042,unknown,4 - 7 years,3,4,43,none,own,2,skilled,1,yes,no
unknown,15,20000,11940.67,0,critical,furniture/appliances,1471,< 100 DM,1 - 4 years,4,4,35,none,other,2,skilled,1,yes,no
< 0 DM,18,1000,567.11,0,very good,car,1442,< 100 DM,4 - 7 years,4,4,32,none,other,2,unskilled,2,no,yes
unknown,36,8800,8800,0,poor,car,10875,< 100 DM,> 7 years,2,2,45,none,own,2,skilled,2,yes,no
unknown,24,12200,3516.28,0,good,car,1474,100 - 500 DM,< 1 year,4,3,33,none,own,1,skilled,1,yes,no
unknown,10,1000,571.66,0,good,education,894,unknown,4 - 7 years,4,3,40,none,own,1,skilled,1,yes,no
unknown,15,20000,20000,0,critical,furniture/appliances,3343,< 100 DM,1 - 4 years,4,2,28,none,other,1,skilled,1,yes,no
< 0 DM,15,8000,4891.17,0,good,car,3959,< 100 DM,1 - 4 years,3,2,29,none,own,1,skilled,1,yes,yes
unknown,9,8800,8800,0,good,car,3577,100 - 500 DM,1 - 4 years,1,2,26,none,rent,1,skilled,2,no,no
unknown,24,10000,10000,0,critical,car,5804,> 1000 DM,1 - 4 years,4,2,27,none,own,2,skilled,1,no,no
unknown,18,2800,1652.33,0,poor,business,2169,< 100 DM,1 - 4 years,4,2,28,none,own,1,skilled,1,yes,yes
< 0 DM,24,8000,8000,0,good,furniture/appliances,2439,< 100 DM,< 1 year,4,4,35,none,own,1,skilled,1,yes,yes
unknown,27,4800,2824.1,0,critical,furniture/appliances,4526,> 1000 DM,< 1 year,4,2,32,store,own,2,unskilled,2,yes,no
unknown,10,12000,3589.62,0,good,furniture/appliances,2210,< 100 DM,1 - 4 years,2,2,25,bank,rent,1,unskilled,1,no,yes
unknown,15,9750,9750,0,good,furniture/appliances,2221,500 - 1000 DM,1 - 4 years,2,4,20,none,rent,1,skilled,1,no,no
< 0 DM,18,12000,7336.62,0,good,furniture/appliances,2389,< 100 DM,< 1 year,4,1,27,store,own,1,skilled,1,no,no
unknown,12,9600,9600,0,critical,furniture/appliances,3331,< 100 DM,> 7 years,2,4,42,store,own,1,skilled,1,no,no
unknown,36,10000,5915.49,0,good,business,7409,unknown,> 7 years,3,2,37,none,own,2,skilled,1,no,no
< 0 DM,12,9000,3883.93,0,good,furniture/appliances,652,< 100 DM,> 7 years,4,4,24,none,rent,1,skilled,1,no,no
unknown,36,15000,15000,0,poor,furniture/appliances,7678,500 - 1000 DM,4 - 7 years,2,4,40,none,own,2,skilled,1,yes,no
> 200 DM,6,16800,9816.1,0,critical,car,1343,< 100 DM,> 7 years,1,4,46,none,own,2,skilled,2,no,no
< 0 DM,24,10000,6005.35,0,critical,business,1382,100 - 500 DM,4 - 7 years,4,1,26,none,own,2,skilled,1,yes,no
unknown,15,6000,3582.2,0,good,furniture/appliances,874,unknown,< 1 year,4,1,24,none,own,1,skilled,1,no,no
< 0 DM,12,14000,7028.89,0,good,furniture/appliances,3590,< 100 DM,1 - 4 years,2,2,29,none,own,1,unskilled,2,no,no
1 - 200 DM,11,5500,5500,0,critical,car,1322,> 1000 DM,1 - 4 years,4,4,40,none,own,2,skilled,1,no,no
< 0 DM,18,21000,5673.28,0,very good,furniture/appliances,1940,< 100 DM,< 1 year,3,4,36,bank,other,1,management,1,yes,no
unknown,36,19000,11549.7,0,good,furniture/appliances,3595,< 100 DM,> 7 years,4,2,28,none,own,1,skilled,1,no,no
< 0 DM,9,6000,6000,0,good,car,1422,< 100 DM,< 1 year,3,2,27,none,other,1,management,1,yes,yes
unknown,30,14675,3790.36,0,critical,furniture/appliances,6742,unknown,4 - 7 years,2,3,36,none,own,2,skilled,1,no,no
unknown,24,12000,12000,0,good,car,7814,< 100 DM,4 - 7 years,3,3,38,none,own,1,management,1,yes,no
unknown,24,7200,7200,0,good,car,9277,unknown,1 - 4 years,2,4,48,none,other,1,skilled,1,yes,no
1 - 200 DM,30,18000,10692.2,0,critical,car,2181,unknown,> 7 years,4,4,36,none,own,2,skilled,1,no,no
unknown,18,18000,5475,0,critical,furniture/appliances,1098,< 100 DM,unemployed,4,4,65,none,own,2,unemployed,1,no,no
1 - 200 DM,24,5600,3343.49,0,good,furniture/appliances,4057,< 100 DM,4 - 7 years,3,3,43,none,own,1,skilled,1,yes,yes
< 0 DM,12,18000,18000,0,good,education,795,< 100 DM,< 1 year,4,4,53,none,own,1,skilled,1,no,yes
1 - 200 DM,24,5000,5000,0,critical,business,2825,unknown,4 - 7 years,4,3,34,none,own,2,skilled,2,yes,no
1 - 200 DM,48,15000,9185.51,0,good,business,15672,< 100 DM,1 - 4 years,2,2,23,none,own,1,skilled,1,yes,yes
unknown,36,6000,6000,0,critical,car,6614,< 100 DM,> 7 years,4,4,34,none,own,2,management,1,yes,no
unknown,28,10000,4318.58,0,very good,car,7824,unknown,< 1 year,3,4,40,bank,rent,2,skilled,2,yes,no
< 0 DM,27,13200,3944.31,0,critical,business,2442,< 100 DM,> 7 years,4,4,43,store,own,4,management,2,yes,no
unknown,15,14000,14000,0,critical,furniture/appliances,1829,< 100 DM,> 7 years,4,4,46,none,own,2,skilled,1,yes,no
< 0 DM,12,20000,12247.1,0,critical,car,2171,< 100 DM,1 - 4 years,4,4,38,bank,own,2,unskilled,1,no,no
1 - 200 DM,36,10000,10000,0,critical,car,5800,< 100 DM,1 - 4 years,3,4,34,none,own,2,skilled,1,yes,no
unknown,18,10000,5794.33,0,critical,furniture/appliances,1169,unknown,1 - 4 years,4,3,29,none,own,2,skilled,1,yes,no
unknown,36,21000,6275.02,0,poor,car,8947,unknown,4 - 7 years,3,2,31,store,own,1,management,2,yes,no
< 0 DM,21,20000,20000,0,good,furniture/appliances,2606,< 100 DM,< 1 year,4,4,28,none,rent,1,management,1,yes,no
unknown,12,24000,14780.47,0,critical,furniture/appliances,1592,> 1000 DM,4 - 7 years,3,2,35,none,own,1,skilled,1,no,no
unknown,15,20000,12227.54,0,good,furniture/appliances,2186,unknown,4 - 7 years,1,4,33,bank,rent,1,unskilled,1,no,no
< 0 DM,18,16000,16000,0,good,furniture/appliances,4153,< 100 DM,1 - 4 years,2,3,42,none,own,1,skilled,1,no,yes
< 0 DM,16,6000,4861.4,0,critical,car,2625,< 100 DM,> 7 years,2,4,43,bank,rent,1,skilled,1,yes,yes
unknown,20,12000,3052.38,0,critical,car,3485,unknown,< 1 year,2,4,44,none,own,2,skilled,1,yes,no
unknown,36,5000,2950.13,0,critical,car,10477,unknown,> 7 years,2,4,42,none,other,2,skilled,1,no,no
unknown,15,15850,4325.33,0,good,furniture/appliances,1386,unknown,1 - 4 years,4,2,40,none,rent,1,skilled,1,yes,no
unknown,24,12000,7164.4,0,good,furniture/appliances,1278,< 100 DM,> 7 years,4,1,36,none,own,1,management,1,yes,no
< 0 DM,12,15000,15000,0,good,furniture/appliances,1107,< 100 DM,1 - 4 years,2,2,20,none,rent,1,management,2,yes,no
< 0 DM,21,10925,6195.58,0,good,car,3763,unknown,4 - 7 years,2,2,24,none,own,1,unskilled,1,no,no
1 - 200 DM,36,33000,20175.28,0,good,education,3711,unknown,1 - 4 years,2,2,27,none,own,1,skilled,1,no,no
unknown,15,15000,8874.19,0,poor,car,3594,< 100 DM,< 1 year,1,2,46,none,own,2,unskilled,1,no,no
1 - 200 DM,9,10000,6113.89,0,good,car,3195,unknown,1 - 4 years,1,2,33,none,own,1,unskilled,1,no,no
unknown,36,12000,7164.4,0,poor,furniture/appliances,4454,< 100 DM,1 - 4 years,4,4,34,none,own,2,skilled,1,no,no
1 - 200 DM,24,10000,6078.87,0,critical,furniture/appliances,4736,< 100 DM,< 1 year,2,4,25,bank,own,1,unskilled,1,no,yes
1 - 200 DM,30,7000,4158.19,0,good,furniture/appliances,2991,unknown,> 7 years,2,4,25,none,own,1,skilled,1,no,no
unknown,11,30000,30000,0,good,business,2142,> 1000 DM,> 7 years,1,2,28,none,own,1,skilled,1,yes,no
< 0 DM,24,8875,4704.16,0,very good,business,3161,< 100 DM,1 - 4 years,4,2,31,none,rent,1,skilled,1,yes,yes
1 - 200 DM,48,7950,7950,0,perfect,car0,18424,< 100 DM,1 - 4 years,1,2,32,bank,own,1,management,1,yes,yes
unknown,10,19200,5475.82,0,good,car,2848,100 - 500 DM,1 - 4 years,1,2,32,none,own,1,skilled,2,no,no
< 0 DM,6,24000,24000,0,good,car,14896,< 100 DM,> 7 years,1,4,68,bank,own,1,management,1,yes,yes
< 0 DM,24,30000,17383.17,0,good,furniture/appliances,2359,100 - 500 DM,unemployed,1,1,33,none,own,1,skilled,1,no,yes
< 0 DM,24,8000,8000,0,good,furniture/appliances,3345,< 100 DM,> 7 years,4,2,39,none,rent,1,management,1,yes,yes
unknown,18,13200,2677.09,0,critical,furniture/appliances,1817,< 100 DM,1 - 4 years,4,2,28,none,own,2,skilled,1,no,no
unknown,48,10000,5883.18,0,poor,furniture/appliances,12749,500 - 1000 DM,4 - 7 years,4,1,37,none,own,1,management,1,yes,no
< 0 DM,9,3250,1746.52,0,good,furniture/appliances,1366,< 100 DM,< 1 year,3,4,22,none,rent,1,skilled,1,no,yes
1 - 200 DM,12,7500,4592.88,0,good,car,2002,< 100 DM,4 - 7 years,3,4,30,none,rent,1,skilled,2,yes,no
< 0 DM,24,12000,7099.35,0,very good,furniture/appliances,6872,< 100 DM,< 1 year,2,1,55,bank,own,1,skilled,1,yes,yes
< 0 DM,12,18000,18000,0,very good,car,697,< 100 DM,< 1 year,4,2,46,bank,own,2,skilled,1,yes,yes
< 0 DM,18,15000,5284.1,0,critical,furniture/appliances,1049,< 100 DM,< 1 year,4,4,21,none,rent,1,skilled,1,no,no
< 0 DM,48,18000,10477.53,0,good,car,10297,< 100 DM,4 - 7 years,4,4,39,store,other,3,skilled,2,yes,yes
unknown,30,11000,11000,0,good,furniture/appliances,1867,unknown,> 7 years,4,4,58,none,own,1,skilled,1,yes,no
< 0 DM,12,30000,17462.19,0,poor,car,1344,< 100 DM,1 - 4 years,4,2,43,none,own,2,unskilled,2,no,no
< 0 DM,24,19425,5153.6,0,good,furniture/appliances,1747,< 100 DM,< 1 year,4,1,24,none,own,1,unskilled,1,no,no
1 - 200 DM,9,10000,6005.35,0,good,furniture/appliances,1670,< 100 DM,< 1 year,4,2,22,none,own,1,skilled,1,yes,yes
unknown,9,10500,6177.25,0,critical,car,1224,< 100 DM,1 - 4 years,3,1,30,none,own,2,skilled,1,no,no
unknown,12,22750,5744.99,0,critical,furniture/appliances,522,500 - 1000 DM,> 7 years,4,4,42,none,own,2,skilled,2,yes,no
< 0 DM,12,19750,5563.29,0,good,furniture/appliances,1498,< 100 DM,1 - 4 years,4,1,23,bank,own,1,skilled,1,no,no
1 - 200 DM,30,15000,8955.5,0,poor,furniture/appliances,1919,100 - 500 DM,< 1 year,4,3,30,store,own,2,management,1,no,yes
> 200 DM,9,10000,5970.33,0,good,furniture/appliances,745,< 100 DM,1 - 4 years,3,2,28,none,own,1,unskilled,1,no,yes
1 - 200 DM,6,32875,32875,0,good,furniture/appliances,2063,< 100 DM,< 1 year,4,3,30,none,rent,1,management,1,yes,no
1 - 200 DM,60,12000,7164.4,0,good,education,6288,< 100 DM,1 - 4 years,4,4,42,none,other,1,skilled,1,no,yes
unknown,24,14000,14000,0,critical,car,6842,unknown,1 - 4 years,2,4,46,none,own,2,management,2,yes,no
unknown,12,17175,10254,0,good,car,3527,unknown,< 1 year,2,3,45,none,own,1,management,2,yes,no
unknown,10,12000,7206.47,0,good,car,1546,< 100 DM,1 - 4 years,3,2,31,none,own,1,unskilled,2,no,no
unknown,24,20675,20675,0,good,furniture/appliances,929,unknown,4 - 7 years,4,2,31,store,own,1,skilled,1,yes,no
unknown,4,20000,11880.1,0,critical,car,1455,< 100 DM,4 - 7 years,2,1,42,none,own,3,unskilled,2,no,no
< 0 DM,15,7300,4278.65,0,good,furniture/appliances,1845,< 100 DM,< 1 year,4,1,46,none,rent,1,skilled,1,no,no
1 - 200 DM,48,9600,5765.22,0,perfect,car,8358,500 - 1000 DM,< 1 year,1,1,30,none,own,2,skilled,1,no,no
< 0 DM,24,10000,10000,0,very good,furniture/appliances,3349,500 - 1000 DM,< 1 year,4,4,30,none,other,1,skilled,2,yes,yes
unknown,12,22800,13452.6,0,good,car,2859,unknown,unemployed,4,4,38,none,own,1,management,1,yes,no
unknown,18,14000,8622.12,0,good,furniture/appliances,1533,< 100 DM,< 1 year,4,1,43,none,own,1,unskilled,2,no,yes
unknown,24,15000,3989.83,0,good,furniture/appliances,3621,100 - 500 DM,> 7 years,2,4,31,none,own,2,skilled,1,no,yes
1 - 200 DM,18,15000,8910.08,0,critical,business,3590,< 100 DM,unemployed,3,3,40,none,own,3,unemployed,2,yes,no
< 0 DM,36,18825,18825,0,poor,business,2145,< 100 DM,4 - 7 years,2,1,24,none,own,2,skilled,1,yes,yes
1 - 200 DM,24,20000,6083.16,0,good,car,4113,500 - 1000 DM,< 1 year,3,4,28,none,rent,1,skilled,1,no,yes
unknown,36,6075,3493.15,0,good,furniture/appliances,10974,< 100 DM,unemployed,4,2,26,none,own,2,management,1,yes,yes
< 0 DM,12,9100,5405.16,0,good,car,1893,< 100 DM,1 - 4 years,4,4,29,none,own,1,skilled,1,yes,no
< 0 DM,24,6400,749.11,0,critical,furniture/appliances,1231,> 1000 DM,> 7 years,4,4,57,none,rent,2,management,1,yes,no
> 200 DM,30,2600,2600,0,critical,furniture/appliances,3656,unknown,> 7 years,4,4,49,store,own,2,unskilled,1,no,no
1 - 200 DM,9,15000,8955.5,0,critical,furniture/appliances,1154,< 100 DM,> 7 years,2,4,37,none,own,3,unskilled,1,no,no
< 0 DM,28,14000,14000,0,good,car,4006,< 100 DM,1 - 4 years,3,2,45,none,own,1,unskilled,1,no,yes
1 - 200 DM,24,15850,9296.39,0,good,furniture/appliances,3069,100 - 500 DM,> 7 years,4,4,30,none,other,1,skilled,1,no,no
unknown,6,10700,6275.77,0,critical,furniture/appliances,1740,< 100 DM,> 7 years,2,2,30,none,rent,2,skilled,1,no,no
1 - 200 DM,21,25000,15308.93,0,poor,car,2353,< 100 DM,1 - 4 years,1,4,47,none,own,2,skilled,1,no,no
unknown,15,11000,11000,0,good,car,3556,unknown,1 - 4 years,3,2,29,none,own,1,skilled,1,no,no
unknown,24,28000,17145.89,0,good,furniture/appliances,2397,500 - 1000 DM,> 7 years,3,2,35,bank,own,2,skilled,1,yes,yes
1 - 200 DM,6,20000,12888.87,0,good,renovations,454,< 100 DM,< 1 year,3,1,22,none,own,1,unskilled,1,no,no
1 - 200 DM,30,12000,3115.78,0,good,furniture/appliances,1715,unknown,1 - 4 years,4,1,26,none,own,1,skilled,1,no,no
1 - 200 DM,27,4800,4800,0,critical,furniture/appliances,2520,500 - 1000 DM,1 - 4 years,4,2,23,none,own,2,unskilled,1,no,yes
unknown,15,25000,14790.32,0,good,furniture/appliances,3568,< 100 DM,> 7 years,4,2,54,bank,rent,1,management,1,yes,no
unknown,42,10000,10000,0,good,furniture/appliances,7166,unknown,4 - 7 years,2,4,29,none,rent,1,skilled,1,yes,no
< 0 DM,11,35000,10458.55,0,critical,car,3939,< 100 DM,1 - 4 years,1,2,40,none,own,2,unskilled,2,no,no
1 - 200 DM,15,9600,9600,0,good,renovations,1514,100 - 500 DM,1 - 4 years,4,2,22,none,own,1,skilled,1,no,no
unknown,24,15000,9170.72,0,good,car,7393,< 100 DM,1 - 4 years,1,4,43,none,own,1,unskilled,2,no,no
< 0 DM,24,17600,7372.29,0,very good,car,1193,< 100 DM,unemployed,1,4,29,none,rent,2,unemployed,1,no,yes
< 0 DM,60,10500,6212.06,0,good,business,7297,< 100 DM,> 7 years,4,4,36,none,rent,1,skilled,1,no,yes
unknown,30,6500,3845.61,0,critical,furniture/appliances,2831,< 100 DM,1 - 4 years,4,2,33,none,own,1,skilled,1,yes,no
> 200 DM,24,29000,8568.52,0,good,furniture/appliances,1258,500 - 1000 DM,1 - 4 years,3,3,57,none,own,1,unskilled,1,no,no
1 - 200 DM,6,7200,4235.88,0,good,furniture/appliances,753,< 100 DM,1 - 4 years,2,3,64,none,own,1,skilled,1,no,no
1 - 200 DM,18,12300,12300,0,poor,business,2427,unknown,> 7 years,4,2,42,none,own,2,skilled,1,no,no
unknown,24,9800,5957.31,0,poor,car,2538,< 100 DM,> 7 years,4,4,47,none,own,2,unskilled,2,no,yes
1 - 200 DM,15,12000,3052.43,0,very good,car,1264,100 - 500 DM,1 - 4 years,2,2,25,none,rent,1,skilled,1,no,yes
1 - 200 DM,30,17050,17050,0,critical,furniture/appliances,8386,< 100 DM,4 - 7 years,2,2,49,none,own,1,skilled,1,no,yes
unknown,48,14000,8002.35,0,good,business,4844,< 100 DM,unemployed,3,2,33,bank,rent,1,management,1,yes,yes
> 200 DM,21,17600,17600,0,good,car,2923,100 - 500 DM,1 - 4 years,1,1,28,bank,own,1,management,1,yes,no
< 0 DM,36,17000,17000,0,good,car,8229,< 100 DM,1 - 4 years,2,2,26,none,own,1,skilled,2,no,yes
unknown,24,4000,1195.29,0,critical,furniture/appliances,2028,< 100 DM,4 - 7 years,2,2,30,none,own,2,unskilled,1,no,no
< 0 DM,15,5600,5600,0,critical,furniture/appliances,1433,< 100 DM,1 - 4 years,4,3,25,none,rent,2,skilled,1,no,no
> 200 DM,42,1000,1000,0,perfect,business,6289,< 100 DM,< 1 year,2,1,33,none,own,2,skilled,1,no,no
unknown,13,13000,13000,0,good,furniture/appliances,1409,100 - 500 DM,unemployed,2,4,64,none,own,1,skilled,1,no,no
< 0 DM,24,35000,10645.53,0,good,car,6579,< 100 DM,unemployed,4,2,29,none,other,1,management,1,yes,no
1 - 200 DM,24,9925,5790.42,0,critical,furniture/appliances,1743,< 100 DM,> 7 years,4,2,48,none,own,2,unskilled,1,no,no
unknown,12,24000,24000,0,critical,education,3565,unknown,< 1 year,2,1,37,none,own,2,unskilled,2,no,no
unknown,15,30000,30000,0,very good,furniture/appliances,1569,100 - 500 DM,> 7 years,4,4,34,bank,own,1,unskilled,2,no,no
< 0 DM,18,15000,9008.02,0,good,furniture/appliances,1936,unknown,4 - 7 years,2,4,23,none,rent,2,unskilled,1,no,no
< 0 DM,36,20000,5842.95,0,good,furniture/appliances,3959,< 100 DM,unemployed,4,3,30,none,own,1,management,1,yes,no
unknown,12,2400,2400,0,good,car,2390,unknown,> 7 years,4,3,50,none,own,1,skilled,1,yes,no
unknown,12,8000,4776.27,0,good,furniture/appliances,1736,< 100 DM,4 - 7 years,3,4,31,none,own,1,unskilled,1,no,no
< 0 DM,30,35000,20527.9,0,good,car,3857,< 100 DM,1 - 4 years,4,4,40,none,own,1,management,1,yes,no
unknown,12,15000,15000,0,good,furniture/appliances,804,< 100 DM,> 7 years,4,4,38,none,own,1,skilled,1,no,no
< 0 DM,45,15000,9118.05,0,good,furniture/appliances,1845,< 100 DM,1 - 4 years,4,4,23,none,other,1,skilled,1,yes,yes
1 - 200 DM,45,8000,4776.27,0,critical,car,4576,100 - 500 DM,unemployed,3,4,27,none,own,1,skilled,1,no,no
